Supplementary Data 8. Differential gene expression between clone #5 and clone #4 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
GDI2,0.84671511,-0.041696923,0.309,0.318,1,0.009
RPL36A,0.25987551,-0.041226094,0.981,0.97,1,-0.011
THOC2,0.678466643,-0.04110533,0.175,0.187,1,0.012
SECISBP2L,0.820494221,-0.041078317,0.15,0.154,1,0.004
ARL6IP4,0.388735938,-0.041053169,0.537,0.568,1,0.031
BCAS2,0.663024534,-0.040936085,0.141,0.152,1,0.011
MYL12A,0.485931253,-0.040817353,0.903,0.914,1,0.011
LRIF1,0.997884451,-0.040801097,0.122,0.124,1,0.002
ELOC,0.947627221,-0.040632679,0.206,0.207,1,0.001
STK17B,0.725292077,-0.040596221,0.406,0.437,1,0.031
GSK3B,0.965815634,-0.040532248,0.203,0.202,1,-0.001
DPF2,0.581982794,-0.040467881,0.091,0.102,1,0.011
RNF10,0.395930557,-0.039671619,0.175,0.202,1,0.027
AKIRIN1,0.826242801,-0.039543205,0.15,0.158,1,0.008
BTBD1,0.995427311,-0.039374627,0.103,0.103,1,0
CTDNEP1,0.951273116,-0.039001032,0.219,0.223,1,0.004
RNF216,0.764408629,-0.038835149,0.162,0.168,1,0.006
SEC13,0.441610322,-0.038755274,0.166,0.191,1,0.025
PRKCSH,0.594247175,-0.038689035,0.175,0.194,1,0.019
PSMD4,0.249743175,-0.038659262,0.209,0.248,1,0.039
TOB1,0.482353569,-0.038557574,0.275,0.308,1,0.033
PYURF,0.95328416,-0.038316364,0.331,0.324,1,-0.007
RECQL,0.844573255,-0.03829298,0.194,0.202,1,0.008
STARD3,0.88210405,-0.038259648,0.134,0.141,1,0.007
ARL8A,0.740661166,-0.038246225,0.15,0.159,1,0.009
NACA,0.44056806,-0.037877242,0.978,0.993,1,0.015
USP9Y,0.823429705,-0.037744171,0.153,0.161,1,0.008
FAM107B,0.519505444,-0.037700359,0.406,0.448,1,0.042
ECHDC1,0.795711786,-0.037528743,0.103,0.109,1,0.006
RP9,0.686399567,-0.037433258,0.094,0.102,1,0.008
UBTF,0.845629215,-0.037356417,0.184,0.179,1,-0.005
NDUFB6,0.682351405,-0.037338584,0.197,0.212,1,0.015
ATP5MC3,0.879387994,-0.037080416,0.45,0.462,1,0.012
ZNF706,0.51703693,-0.036685082,0.197,0.224,1,0.027
PSMB8,0.993300143,-0.036655782,0.512,0.524,1,0.012
ITK,0.635222146,-0.03660044,0.297,0.317,1,0.02
CHD8,0.652535125,-0.036568531,0.109,0.12,1,0.011
CIRBP,0.66999877,-0.036516348,0.738,0.781,1,0.043
SNX3,0.405138301,-0.03651123,0.303,0.345,1,0.042
CCDC107,0.980494287,-0.036506285,0.341,0.341,1,0
LINC01871,0.701776602,-0.03614693,0.206,0.22,1,0.014
COX7B,0.692113777,-0.036127792,0.369,0.389,1,0.02
GLS,0.777647717,-0.03589356,0.309,0.325,1,0.016
NUP50,0.633066503,-0.03578368,0.091,0.101,1,0.01
NDUFB4,0.581326264,-0.035758625,0.356,0.374,1,0.018
UBE2E3,0.814630938,-0.035624561,0.212,0.22,1,0.008
TNIK,0.583593855,-0.035295675,0.197,0.212,1,0.015
SAE1,0.7913363,-0.035212675,0.1,0.105,1,0.005
RPL26,0.074980252,-0.035093598,1,1,1,0
RNPEPL1,0.423852855,-0.034956707,0.325,0.37,1,0.045
EP300,0.895550725,-0.034673537,0.109,0.114,1,0.005
RPS6,0.330138975,-0.034513762,1,1,1,0
ALDOA,0.316272363,-0.034374453,0.344,0.39,1,0.046
SYTL2,0.725631956,-0.033561839,0.169,0.182,1,0.013
ISG20,0.452784504,-0.033214115,0.322,0.355,1,0.033
PIH1D1,0.637460929,-0.033059164,0.141,0.154,1,0.013
GPI,0.527093593,-0.032980419,0.331,0.359,1,0.028
TMC8,0.838614865,-0.03290097,0.278,0.291,1,0.013
SAP18,0.680334403,-0.03288255,0.434,0.46,1,0.026
PNRC2,0.277111059,-0.032796026,0.241,0.282,1,0.041
OXLD1,0.648354344,-0.032724162,0.116,0.126,1,0.01
BCCIP,0.710266969,-0.032479006,0.112,0.121,1,0.009
FOXN2,0.994179639,-0.032214772,0.144,0.144,1,0
COX6B1,0.532666134,-0.032008271,0.625,0.657,1,0.032
WAC,0.769344819,-0.031901917,0.203,0.214,1,0.011
SIT1,0.833257963,-0.031685933,0.203,0.21,1,0.007
HIST1H1C,0.966971311,-0.031667864,0.228,0.233,1,0.005
RPL13A,0.560078289,-0.031445258,0.887,0.919,1,0.032
RAP1A,0.789668793,-0.031411296,0.259,0.273,1,0.014
OTUD6B-AS1,0.827905672,-0.031378761,0.138,0.144,1,0.006
SNHG6,0.984469174,-0.031330384,0.556,0.558,1,0.002
PABPN1,0.99037052,-0.031093619,0.384,0.389,1,0.005
TM9SF2,0.851392577,-0.031045786,0.212,0.217,1,0.005
ASCC3,0.713948498,-0.031041445,0.112,0.12,1,0.008
DNAJC19,0.966596058,-0.030755193,0.181,0.183,1,0.002
TSSC4,0.71122748,-0.030664646,0.112,0.12,1,0.008
HARS,0.997371824,-0.030631794,0.122,0.121,1,-0.001
ILF3,0.690851184,-0.030609449,0.281,0.294,1,0.013
ETHE1,0.816833831,-0.030449841,0.175,0.182,1,0.007
ARHGEF1,0.804033757,-0.030321016,0.537,0.509,1,-0.028
GABPB1-IT1,0.576701006,-0.030185681,0.116,0.129,1,0.013
ARF6,0.741209486,-0.029702877,0.438,0.464,1,0.026
PET100,0.499995299,-0.029451135,0.306,0.337,1,0.031
FBXO32,0.817370802,-0.029300938,0.131,0.136,1,0.005
EEF2,0.486958245,-0.02913443,0.931,0.93,1,-0.001
LSM7,0.932816713,-0.029114697,0.397,0.407,1,0.01
RPAP2,0.804228228,-0.029053451,0.106,0.112,1,0.006
OCIAD1,0.683384126,-0.029008706,0.266,0.28,1,0.014
STT3A,0.764174672,-0.028755897,0.1,0.108,1,0.008
TASOR,0.827583942,-0.02861248,0.2,0.206,1,0.006
LENG8,0.587916958,-0.028522259,0.216,0.235,1,0.019
PTPN11,0.467554453,-0.028452878,0.103,0.121,1,0.018
GTF2A2,0.616617841,-0.02842753,0.225,0.246,1,0.021
MLLT6,0.391377439,-0.028423044,0.222,0.253,1,0.031
ARCN1,0.550176307,-0.028398402,0.134,0.15,1,0.016
HNRNPM,0.921823184,-0.028223006,0.316,0.329,1,0.013
METTL26,0.622913,-0.027419753,0.262,0.285,1,0.023
NAP1L1,0.346715749,-0.027298711,0.294,0.338,1,0.044
ICAM3,0.568257701,-0.027136217,0.556,0.596,1,0.04
ELOB,0.899260953,-0.026728478,0.681,0.701,1,0.02
LRRC47,0.470909958,-0.026557805,0.088,0.104,1,0.016
SYNE2,0.96886573,-0.026231855,0.609,0.594,1,-0.015
PHF12,0.317779518,-0.026178281,0.097,0.12,1,0.023
C11orf21,0.835754046,-0.026022142,0.153,0.161,1,0.008
ZDHHC12,0.762803256,-0.025640453,0.109,0.118,1,0.009
DNAJB14,0.530968737,-0.025632929,0.206,0.23,1,0.024
MEF2D,0.489928468,-0.025465395,0.091,0.108,1,0.017
IER3IP1,0.743152399,-0.025210532,0.188,0.198,1,0.01
PCGF5,0.288550035,-0.025089205,0.141,0.171,1,0.03
RPL22L1,0.709265032,-0.025088538,0.338,0.359,1,0.021
C18orf32,0.715685963,-0.024823849,0.228,0.216,1,-0.012
SUZ12,0.888738093,-0.024784292,0.184,0.182,1,-0.002
SMARCA2,0.838721016,-0.024638645,0.244,0.253,1,0.009
CD300A,0.771195151,-0.023784832,0.188,0.196,1,0.008
WAPL,0.699086481,-0.023445445,0.188,0.202,1,0.014
MRPL33,0.999518553,-0.023215231,0.231,0.23,1,-0.001
SYNGR2,0.781602693,-0.02296127,0.225,0.237,1,0.012
ESYT1,0.503798158,-0.022867661,0.156,0.177,1,0.021
TPT1,0.284592236,-0.022790662,1,0.998,1,-0.002
STK38,0.465181687,-0.02264567,0.306,0.337,1,0.031
TMEM50A,0.811423443,-0.022599931,0.419,0.433,1,0.014
FAM162A,0.844080687,-0.022548856,0.147,0.152,1,0.005
SIGIRR,0.384886097,-0.022128494,0.378,0.43,1,0.052
CD2BP2,0.74422661,-0.022077417,0.15,0.141,1,-0.009
RPS27A,0.277757422,-0.021525204,1,1,1,0
TNFRSF14,0.964426196,-0.021478498,0.409,0.426,1,0.017
UPP1,0.736816571,-0.021342616,0.222,0.235,1,0.013
PRELID3B,0.802678423,-0.021277252,0.122,0.128,1,0.006
MLX,0.608530894,-0.021023675,0.128,0.142,1,0.014
H2AFV,0.753682164,-0.020836705,0.341,0.354,1,0.013
SPEN,0.94180589,-0.020603087,0.141,0.143,1,0.002
COPS6,0.875306304,-0.020312561,0.209,0.218,1,0.009
CANX,0.532299657,-0.020047821,0.378,0.405,1,0.027
TMED7,0.892697551,-0.019990539,0.106,0.103,1,-0.003
NUDT3,0.647801158,-0.019985209,0.131,0.143,1,0.012
REL,0.384285318,-0.019800354,0.241,0.272,1,0.031
PPM1G,0.432202139,-0.019432289,0.259,0.281,1,0.022
RPS3,0.29358083,-0.019418969,1,1,1,0
UBXN1,0.517966049,-0.019409376,0.528,0.568,1,0.04
GPSM3,0.86727393,-0.01940327,0.666,0.692,1,0.026
ITGAE,0.73462962,-0.019196161,0.141,0.152,1,0.011
OPTN,0.828009862,-0.01889856,0.272,0.284,1,0.012
SF3B5,0.564051694,-0.018745268,0.422,0.457,1,0.035
ATP6V1F,0.476087436,-0.018493108,0.288,0.328,1,0.04
ANKRD12,0.457382572,-0.018491862,0.409,0.447,1,0.038
PKN2,0.919767328,-0.018473077,0.15,0.148,1,-0.002
PABPC4,0.449238237,-0.018135444,0.112,0.132,1,0.02
PTPRJ,0.578883907,-0.017919046,0.156,0.174,1,0.018
BRD9,0.847372814,-0.017892817,0.097,0.101,1,0.004
RPAIN,0.444804095,-0.017582275,0.166,0.188,1,0.022
LCK,0.696482729,-0.017510177,0.641,0.661,1,0.02
DDX3X,0.580625959,-0.017364293,0.197,0.215,1,0.018
RPL23,0.606336065,-0.017227384,0.634,0.663,1,0.029
KDM4C,0.826120614,-0.01663494,0.166,0.174,1,0.008
FKBP1A,0.858825221,-0.016544784,0.203,0.213,1,0.01
NDUFS6,0.995480275,-0.016468849,0.228,0.232,1,0.004
PTPN18,0.816707911,-0.016401887,0.262,0.252,1,-0.01
ATP5F1D,0.900719587,-0.016159725,0.594,0.614,1,0.02
MPV17,0.997346265,-0.016147776,0.106,0.106,1,0
EIF4G2,0.747725009,-0.016130945,0.466,0.503,1,0.037
GZMA,0.809012202,-0.016125568,0.887,0.88,1,-0.007
GALT,0.736422857,-0.016051549,0.097,0.104,1,0.007
EMC7,0.66410606,-0.01592829,0.175,0.19,1,0.015
PKM,0.697652765,-0.015841901,0.4,0.424,1,0.024
PICALM,0.93901017,-0.015429671,0.112,0.115,1,0.003
YWHAB,0.766170797,-0.015006097,0.731,0.767,1,0.036
PTRH1,0.784385258,-0.014972988,0.097,0.103,1,0.006
RHBDF2,0.367331672,-0.014955693,0.097,0.118,1,0.021
ADAM10,0.409344669,-0.014873768,0.331,0.368,1,0.037
RNASEK,0.731942405,-0.014713142,0.669,0.683,1,0.014
XAB2,0.56362618,-0.01458514,0.109,0.125,1,0.016
SLC25A20,0.837666107,-0.014583154,0.103,0.108,1,0.005
AEBP2,0.245715661,-0.014541354,0.131,0.164,1,0.033
ANKRD11,0.383788535,-0.014366539,0.325,0.366,1,0.041
AMFR,0.566071962,-0.013802653,0.088,0.101,1,0.013
ZNF394,0.63904363,-0.013161068,0.175,0.188,1,0.013
KIDINS220,0.737826062,-0.013061973,0.097,0.104,1,0.007
FNBP4,0.266274242,-0.013042312,0.281,0.329,1,0.048
GIMAP7,0.397660889,-0.012794735,0.537,0.576,1,0.039
NOL7,0.846937062,-0.012655915,0.303,0.297,1,-0.006
PUM2,0.530120628,-0.012326056,0.119,0.135,1,0.016
SLK,0.934642316,-0.01229616,0.153,0.151,1,-0.002
SARS,0.867328695,-0.011968606,0.175,0.171,1,-0.004
DOCK2,0.973796093,-0.01177599,0.178,0.178,1,0
MRPS24,0.734437138,-0.011691022,0.191,0.203,1,0.012
COX4I1,0.772782824,-0.011657032,0.919,0.929,1,0.01
EIF3G,0.775499206,-0.011479522,0.531,0.526,1,-0.005
FUNDC2,0.772353289,-0.011295721,0.212,0.228,1,0.016
NELFB,0.43420221,-0.01127295,0.094,0.114,1,0.02
RFC1,0.831494399,-0.011141798,0.203,0.2,1,-0.003
TRA2B,0.782032,-0.011079438,0.316,0.339,1,0.023
PSPC1,0.759894775,-0.011017122,0.119,0.126,1,0.007
FBRS,0.98946433,-0.010906821,0.138,0.138,1,0
CUTA,0.743588213,-0.010476888,0.453,0.485,1,0.032
KRTCAP2,0.779723942,-0.010473174,0.609,0.63,1,0.021
PCNX1,0.584255445,-0.010462525,0.156,0.142,1,-0.014
BRMS1,0.614392054,-0.010196283,0.128,0.143,1,0.015
SYTL1,0.592295658,-0.010051492,0.441,0.482,1,0.041
CD3E,0.839577702,-0.00979512,0.941,0.955,1,0.014
BAG5,0.783960306,-0.009775075,0.109,0.116,1,0.007
FKBP5,0.678053531,-0.009760076,0.125,0.135,1,0.01
RPS6KA1,0.868939382,-0.009728826,0.212,0.22,1,0.008
EPS15,0.99803767,-0.009670175,0.191,0.193,1,0.002
TMEM106C,0.772539414,-0.009494707,0.094,0.101,1,0.007
EIF5A,0.651885277,-0.009313126,0.484,0.505,1,0.021
VPS36,0.618598247,-0.00916643,0.181,0.196,1,0.015
ARHGAP15,0.827015177,-0.00900654,0.262,0.277,1,0.015
PPP1R16B,0.81085276,-0.0085896,0.116,0.111,1,-0.005
CNPY2,0.721749678,-0.008322589,0.206,0.222,1,0.016
NCL,0.702266951,-0.008206533,0.647,0.675,1,0.028
DNAJC3,0.898909965,-0.007551069,0.2,0.196,1,-0.004
NDUFAB1,0.36794379,-0.007455061,0.2,0.231,1,0.031
B3GNT2,0.804288504,-0.007451064,0.122,0.116,1,-0.006
LATS1,0.843794267,-0.007337053,0.138,0.143,1,0.005
AIP,0.772043182,-0.007092024,0.247,0.264,1,0.017
RBMX,0.405812568,-0.007051214,0.278,0.306,1,0.028
NDUFB11,0.860805276,-0.007031395,0.562,0.575,1,0.013
DNAJC8,0.796985018,-0.007020815,0.331,0.327,1,-0.004
ESYT2,0.791664996,-0.006906679,0.175,0.184,1,0.009
SSBP4,0.646068588,-0.006868638,0.528,0.529,1,0.001
ATP6V0E2,0.586800455,-0.006623261,0.116,0.131,1,0.015
HSP90AB1,0.738285401,-0.00650495,0.681,0.736,1,0.055
BZW1,0.701843008,-0.006394411,0.347,0.373,1,0.026
TOMM20,0.97705714,-0.005932644,0.447,0.443,1,-0.004
JUN,0.218036108,-0.005733061,0.731,0.677,1,-0.054
ARL5A,0.542896292,-0.005704916,0.209,0.234,1,0.025
R3HDM4,0.681010432,-0.005621166,0.209,0.228,1,0.019
MED10,0.846561469,-0.005562711,0.35,0.355,1,0.005
NAXE,0.628405212,-0.005389718,0.231,0.251,1,0.02
RNF145,0.875446024,-0.005312734,0.112,0.117,1,0.005
USP25,0.781470485,-0.005078185,0.122,0.116,1,-0.006
FLI1,0.855150158,-0.005019768,0.262,0.259,1,-0.003
DDX5,0.918175603,-0.004997751,0.938,0.95,1,0.012
UQCRH,0.75843615,-0.004751485,0.438,0.468,1,0.03
LRPAP1,0.417127918,-0.004348909,0.181,0.212,1,0.031
RER1,0.680883875,-0.004294033,0.222,0.243,1,0.021
ELAVL1,0.943158648,-0.004290151,0.119,0.117,1,-0.002
UNC13D,0.755149635,-0.003928739,0.159,0.152,1,-0.007
ARPC1B,0.951001289,-0.003760836,0.741,0.777,1,0.036
TMED9,1,-0.003151705,0.378,0.384,1,0.006
CCNI,0.6116406,-0.002991632,0.691,0.726,1,0.035
PURA,0.946124514,-0.002548247,0.206,0.207,1,0.001
MSL1,0.530136227,-0.002353631,0.119,0.134,1,0.015
CALM3,0.560264952,-0.002238093,0.344,0.379,1,0.035
SLAMF7,0.687079987,-0.00221992,0.203,0.216,1,0.013
NDUFS5,0.443635204,-0.002210988,0.431,0.48,1,0.049
PTMA,0.684479792,-0.002052101,0.994,0.991,1,-0.003
SAFB2,0.762347299,-0.001989918,0.188,0.179,1,-0.009
PCSK7,0.645361565,-0.000953511,0.191,0.206,1,0.015
TLE4,0.915523082,-0.000737707,0.203,0.2,1,-0.003
CBX1,0.578295897,-0.00012636,0.106,0.095,1,-0.011
PGLS,0.502050376,-5.33E-05,0.241,0.275,1,0.034
LAT,0.815134836,-4.06E-05,0.594,0.608,1,0.014
NUTM2A-AS1,0.891546693,0.000171709,0.169,0.174,1,0.005
POP5,0.365086845,0.000611047,0.141,0.167,1,0.026
KLF6,0.875805685,0.000639281,0.878,0.873,1,-0.005
EPB41L4A-AS1,0.899689191,0.000815377,0.159,0.166,1,0.007
HNRNPUL1,0.830087661,0.000956495,0.316,0.332,1,0.016
ZNF600,0.556073031,0.001557877,0.119,0.134,1,0.015
DDX24,0.98068628,0.001779347,0.478,0.503,1,0.025
CFAP97,0.627802569,0.001837121,0.166,0.184,1,0.018
PANK2,0.993641627,0.002047674,0.153,0.152,1,-0.001
B4GALT1,0.689942594,0.002429277,0.175,0.191,1,0.016
SLA,0.686794958,0.002521846,0.138,0.149,1,0.011
BUD23,0.752255051,0.002732271,0.159,0.17,1,0.011
TMEM107,0.460995781,0.002869297,0.106,0.125,1,0.019
LPP,0.460967176,0.003289122,0.097,0.115,1,0.018
E2F4,0.805141855,0.003414387,0.238,0.25,1,0.012
ZNF652,0.467583343,0.003532889,0.128,0.149,1,0.021
FBXO7,0.575561479,0.003604877,0.231,0.253,1,0.022
LY6E,0.876185186,0.004133821,0.647,0.675,1,0.028
ATP5MC2,0.940550124,0.004352439,0.828,0.84,1,0.012
CIAO1,0.812544468,0.00450627,0.2,0.194,1,-0.006
SLC39A13,0.896948454,0.004728467,0.097,0.1,1,0.003
PHC2,0.990963597,0.004767002,0.109,0.11,1,0.001
USO1,0.990430531,0.004846689,0.112,0.113,1,0.001
CD2,0.862059325,0.00485249,0.628,0.641,1,0.013
RINL,0.56897282,0.005379664,0.094,0.106,1,0.012
AKNA,0.406478866,0.005549421,0.391,0.424,1,0.033
UBA52,0.940961402,0.005564314,0.978,0.98,1,0.002
NSMF,0.690291517,0.005598015,0.097,0.106,1,0.009
B3GAT3,0.660307563,0.00630406,0.131,0.145,1,0.014
HSPA8,0.865230608,0.006370189,0.822,0.834,1,0.012
TSEN54,0.631467297,0.006518319,0.297,0.323,1,0.026
MCL1,0.955126256,0.007128695,0.431,0.447,1,0.016
MIF,0.815722773,0.007250032,0.756,0.781,1,0.025
MRPL55,0.770692118,0.0073478,0.141,0.133,1,-0.008
GDI1,0.985263629,0.007407191,0.206,0.208,1,0.002
IFNAR2,0.953756151,0.007754663,0.125,0.129,1,0.004
PTGER2,0.682761632,0.007892984,0.244,0.259,1,0.015
DUT,0.506328843,0.007953954,0.225,0.253,1,0.028
LRRFIP1,0.83198015,0.008290783,0.537,0.537,1,0
YY1,0.784669894,0.008385494,0.25,0.264,1,0.014
MDFIC,0.758146209,0.008682167,0.219,0.213,1,-0.006
SRP14,0.96285058,0.009001025,0.772,0.768,1,-0.004
CYTH1,0.949261982,0.009021267,0.447,0.472,1,0.025
STK25,0.858357589,0.009021613,0.122,0.128,1,0.006
SKP1,0.574762215,0.00904132,0.55,0.604,1,0.054
KLRD1,0.979287003,0.009136403,0.697,0.711,1,0.014
DDX27,0.971117354,0.009287328,0.134,0.134,1,0
ARHGDIA,0.758316452,0.009782452,0.497,0.503,1,0.006
RNF126,0.918402997,0.010292326,0.309,0.324,1,0.015
CSTB,0.962353968,0.010356229,0.422,0.435,1,0.013
GRB2,0.685599516,0.010409397,0.303,0.329,1,0.026
RTL8C,0.916998124,0.010989129,0.1,0.102,1,0.002
HEXA,0.844394317,0.011076503,0.206,0.218,1,0.012
TOMM22,0.962149931,0.011114921,0.266,0.267,1,0.001
CLSTN1,0.764798883,0.011155392,0.166,0.176,1,0.01
RBM6,0.695484368,0.01120039,0.169,0.183,1,0.014
DNAAF2,0.677399998,0.011674601,0.134,0.145,1,0.011
UBE2B,0.906945263,0.012088838,0.322,0.323,1,0.001
HECA,0.666166798,0.012235037,0.134,0.147,1,0.013
PIM1,0.962801998,0.012261297,0.284,0.284,1,0
POLR2G,0.689356133,0.012356555,0.272,0.26,1,-0.012
UBA3,0.776620622,0.012469228,0.112,0.12,1,0.008
ZCCHC17,0.781202617,0.012531749,0.109,0.115,1,0.006
HNRNPDL,0.499881361,0.012588976,0.722,0.72,1,-0.002
NDUFS7,0.488835586,0.01265163,0.294,0.33,1,0.036
FAM13B,0.686517518,0.012720502,0.138,0.15,1,0.012
MATK,0.76467596,0.012869089,0.447,0.485,1,0.038
STK4,0.618536325,0.013072012,0.566,0.575,1,0.009
SUMO2,0.732586463,0.013682263,0.65,0.669,1,0.019
MAP4K5,0.869854603,0.013706887,0.134,0.141,1,0.007
LRP10,0.591681349,0.01387059,0.238,0.263,1,0.025
RPS15,0.556267114,0.013926776,1,1,1,0
AUP1,0.944957411,0.014433546,0.35,0.365,1,0.015
SERINC1,0.729400313,0.014552703,0.269,0.285,1,0.016
SRA1,0.955341565,0.014716233,0.119,0.121,1,0.002
ITCH,0.949514615,0.014840919,0.106,0.108,1,0.002
RRP36,0.581085308,0.014841686,0.131,0.149,1,0.018
PGAM1,0.769832208,0.014891759,0.425,0.46,1,0.035
SEPTIN9,0.732745062,0.015103091,0.606,0.624,1,0.018
KDELR1,0.328572242,0.015156294,0.244,0.291,1,0.047
JADE2,0.785956977,0.015178612,0.159,0.167,1,0.008
SLC39A7,0.856870411,0.015418324,0.1,0.104,1,0.004
ACBD6,0.686892624,0.015648965,0.131,0.143,1,0.012
ANAPC15,0.90978864,0.015674364,0.138,0.135,1,-0.003
HEBP2,0.728607085,0.015717643,0.2,0.218,1,0.018
CERK,0.882149035,0.015902082,0.225,0.233,1,0.008
CCT4,0.858667266,0.016614215,0.319,0.337,1,0.018
BRD4,0.711996413,0.016928287,0.244,0.259,1,0.015
TMUB1,0.84196034,0.016937689,0.219,0.227,1,0.008
ATP6V0C,0.686031013,0.017008516,0.5,0.492,1,-0.008
MT-ND6,0.21643463,0.017930201,0.562,0.62,1,0.058
ASXL2,0.63566467,0.01800881,0.094,0.105,1,0.011
CNPY3,0.680839242,0.018057672,0.278,0.298,1,0.02
USP34,0.591253798,0.018086381,0.294,0.319,1,0.025
MRPL34,0.970229129,0.018143456,0.219,0.226,1,0.007
MEI1,0.826765954,0.018602854,0.128,0.135,1,0.007
MALAT1,0.478980383,0.018696114,1,1,1,0
LINC00623,0.770046395,0.01875285,0.094,0.101,1,0.007
PDS5A,0.734312687,0.018919581,0.216,0.212,1,-0.004
UBLCP1,0.904322903,0.019014749,0.134,0.132,1,-0.002
ATXN7,0.981606077,0.01905735,0.116,0.116,1,0
UCKL1,0.609934698,0.019200413,0.109,0.121,1,0.012
HNRNPAB,0.377171443,0.019244602,0.175,0.202,1,0.027
UBE2R2,0.6496902,0.019433052,0.175,0.19,1,0.015
VAMP5,0.946916179,0.019466205,0.281,0.281,1,0
MGAT4A,0.706521972,0.019767518,0.3,0.317,1,0.017
BUD31,0.934098453,0.019788449,0.206,0.212,1,0.006
RBM4,0.486774977,0.01990012,0.175,0.157,1,-0.018
VPS13A,0.552185871,0.019966907,0.159,0.182,1,0.023
COPS9,0.813096527,0.020079114,0.347,0.343,1,-0.004
BRD2,0.615830575,0.020680372,0.416,0.406,1,-0.01
ERAP2,0.746489206,0.020745983,0.256,0.267,1,0.011
ITM2B,0.99629943,0.020756212,0.828,0.847,1,0.019
PPP2R5C,0.969769298,0.020884425,0.609,0.611,1,0.002
TRIM44,0.739720308,0.021124706,0.159,0.17,1,0.011
PPP2R5A,0.739429718,0.021368615,0.234,0.244,1,0.01
COX6C,0.719873131,0.021710468,0.594,0.618,1,0.024
CIB1,0.970489282,0.021748955,0.459,0.471,1,0.012
DERL2,0.815159518,0.021815521,0.138,0.134,1,-0.004
PDIA4,0.929585869,0.022266651,0.184,0.19,1,0.006
LAMTOR1,0.674241071,0.0224056,0.309,0.305,1,-0.004
RHOC,0.782255787,0.022454677,0.278,0.292,1,0.014
HIKESHI,0.793168083,0.022515239,0.162,0.16,1,-0.002
SMAD4,0.879406925,0.023024236,0.1,0.103,1,0.003
DUSP1,0.40360867,0.023141951,0.828,0.786,1,-0.042
TINF2,0.834576127,0.023144097,0.172,0.18,1,0.008
PPIA,0.816129271,0.02317768,0.959,0.944,1,-0.015
SUPT5H,0.859808241,0.023242397,0.138,0.143,1,0.005
HSP90AA1,0.959863202,0.023877036,0.812,0.838,1,0.026
KDM3B,0.670029201,0.024127215,0.091,0.1,1,0.009
ANKRD36C,0.952439339,0.024662228,0.134,0.134,1,0
VPS28,0.85422174,0.024676436,0.384,0.406,1,0.022
EIF3E,0.964698271,0.025002582,0.406,0.406,1,0
MON2,0.896513045,0.025061317,0.15,0.153,1,0.003
NUDT4,0.988232284,0.02511985,0.112,0.113,1,0.001
GTF2H5,0.605636736,0.025175462,0.103,0.093,1,-0.01
RHOF,0.489073406,0.02543017,0.35,0.383,1,0.033
COMTD1,0.991906233,0.02551684,0.106,0.106,1,0
AP2M1,0.54485198,0.025543933,0.312,0.354,1,0.042
PSAP,0.830752643,0.025591342,0.497,0.494,1,-0.003
TMEM208,0.892911334,0.025909377,0.147,0.154,1,0.007
GMFG,0.582809428,0.026326681,0.581,0.595,1,0.014
MYADM,0.728636876,0.026395782,0.231,0.251,1,0.02
LCP1,0.81619041,0.026401951,0.716,0.733,1,0.017
BCL7C,0.85636729,0.026523624,0.341,0.353,1,0.012
ACAP2,0.962490645,0.026584408,0.347,0.355,1,0.008
G3BP1,0.928806337,0.026837887,0.231,0.237,1,0.006
BLCAP,0.888745352,0.026854447,0.106,0.112,1,0.006
CD47,0.764128794,0.027008515,0.438,0.454,1,0.016
LASP1,0.976151897,0.027051035,0.169,0.174,1,0.005
PPM1B,0.981767432,0.027168927,0.112,0.113,1,0.001
PDCD10,0.996912712,0.027439263,0.162,0.164,1,0.002
GLRX3,0.855149655,0.027483553,0.128,0.124,1,-0.004
RPN2,0.710177732,0.027698344,0.388,0.37,1,-0.018
N4BP2L2,0.55176403,0.027814593,0.456,0.443,1,-0.013
EMD,0.77722258,0.027913522,0.294,0.315,1,0.021
KPNA3,0.826888672,0.02803259,0.1,0.096,1,-0.004
ATG5,0.510082946,0.028246984,0.134,0.154,1,0.02
CCDC82,0.940189741,0.028297466,0.131,0.13,1,-0.001
MANF,0.796445841,0.02836922,0.212,0.207,1,-0.005
G3BP2,0.555668201,0.028473308,0.25,0.28,1,0.03
HDAC3,0.811354079,0.028500439,0.125,0.121,1,-0.004
HNRNPA0,0.795643163,0.028528614,0.531,0.524,1,-0.007
RBM38,0.922523714,0.028608314,0.25,0.249,1,-0.001
RIC1,0.876960171,0.029057406,0.103,0.108,1,0.005
SPCS1,0.718344755,0.029399439,0.478,0.476,1,-0.002
ATP2B1,0.797844469,0.030334213,0.134,0.143,1,0.009
MRPS15,0.831297546,0.0306712,0.172,0.168,1,-0.004
AP3D1,0.417954405,0.03075785,0.116,0.136,1,0.02
LUC7L,0.717664217,0.031014094,0.166,0.158,1,-0.008
TNRC6B,0.526112099,0.03124406,0.228,0.256,1,0.028
RTF1,0.77497515,0.031298033,0.212,0.223,1,0.011
TMEM59,0.993081947,0.031361091,0.406,0.415,1,0.009
COPS5,0.533306954,0.031525001,0.162,0.182,1,0.02
BTF3,0.557707008,0.03158179,0.906,0.92,1,0.014
ANP32E,0.776106907,0.031877268,0.247,0.244,1,-0.003
